loss,categorical_accuracy,weighted_f1,micro_f1,macro_f1,Precision Description,Recall Description,Precision Sintomas,Recall Sintomas,Precision Causas,Recall Causas,Precision FactoresRiesgo,Recall FactoresRiesgo,Precision Complicaciones,Recall Complicaciones,Precision Prevencion,Recall Prevencion,Precision Diagnostico,Recall Diagnostico,Precision Tratamiento,Recall Tratamiento,trial_id,time_total_s,dataset,optimizer,n_units_gru,bidirectional,trainable_embeddings,act_funct,n_units_mlp,n_hidden_layers,dropout,batch_size,F-Score Description,F-Score Sintomas,F-Score Causas,F-Score FactoresRiesgo,F-Score Complicaciones,F-Score Prevencion,F-Score Diagnostico,F-Score Tratamiento,stacked_gru_layers,second_layer_bidirectional
0.2946385443210602,0.9102723002433776,0.910275101661682,0.9102723002433776,0.9087620973587036,0.9285714030265808,0.8441558480262756,0.954954981803894,0.9422222375869752,0.8915094137191772,0.847533643245697,0.8476190567016602,0.9417989253997804,0.8571428656578064,0.8181818127632141,0.9568965435028076,0.925000011920929,0.9650654792785645,0.9735682606697084,0.9587156176567078,0.9288889169692992,68a0149c,1127.5173931121826,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.25,32,0.8843537320355437,0.9485458823282608,0.8689655133852286,0.8922305741138403,0.8372093035505551,0.9406779682934198,0.969298223519704,0.9435666162384334,False,
0.3968201577663421,0.8811880946159363,0.8803229331970215,0.8811880946159363,0.8780957460403442,0.8877550959587097,0.7532467246055603,0.9247787594795228,0.9288889169692992,0.8105726838111877,0.8251121044158936,0.8999999761581421,0.9047619104385376,0.8478260636329651,0.6647727489471436,0.8852459192276001,0.8999999761581421,0.9819819927215576,0.9603524208068848,0.9181034564971924,0.946666657924652,c21555d0,1865.6751639842987,Doc2Vec_Little,Adamax,8,True,False,relu,32.0,1,0.25,32,0.8149882710707247,0.9268292814759695,0.8177777744652313,0.9023746610241352,0.7452229345452731,0.892561980686457,0.9710467747783712,0.9321663019687946,False,
0.3802741169929504,0.896039605140686,0.8957033157348633,0.896039605140686,0.8914532661437988,0.8963963985443115,0.8614718317985535,0.9059829115867616,0.9422222375869752,0.8421052694320679,0.8609865307807922,0.908108115196228,0.8888888955116272,0.8933333158493042,0.7613636255264282,0.8771929740905762,0.8333333134651184,0.9820627570152284,0.9647576808929444,0.9254385828971864,0.9377777576446532,9fc2eaa8,2164.1963062286377,Doc2Vec_Big,Adamax,32,True,False,relu,16.0,1,0.25,32,0.8785871820676523,0.923747286985398,0.8514412369197263,0.8983957287763696,0.8220858758499753,0.854700840279744,0.9733333074799292,0.9315673120973048,False,
0.3691888451576233,0.9121286869049072,0.9116812944412231,0.9121286869049072,0.9105132818222046,0.8602620363235474,0.8528138399124146,0.9551569223403932,0.946666657924652,0.84375,0.847533643245697,0.9319371581077576,0.9417989253997804,0.9379310607910156,0.7727272510528564,0.939130425453186,0.8999999761581421,0.986725687980652,0.9823788404464722,0.9208333492279052,0.9822221994400024,2dc00572,2652.8316390514374,Doc2Vec_Big,Adamax,16,True,False,relu,64.0,2,0.3,32,0.8565217462987661,0.9508928386928104,0.8456375893474795,0.9368420897387072,0.8473520226268059,0.919148919268289,0.9845474663261944,0.9505376322088328,False,
0.7545835971832275,0.7400990128517151,0.7239855527877808,0.7400990128517151,0.7135359644889832,0.6356589198112488,0.3549783527851105,0.8636363744735718,0.8444444537162781,0.6969696879386902,0.2062780261039734,0.8863636255264282,0.8253968358039856,1.0,0.0113636367022991,0.8255813717842102,0.5916666388511658,0.9166666865348816,0.9207048416137696,0.8196721076965332,0.8888888955116272,b7deca4c,2074.6774804592133,Doc2Vec_Big,Adamax,8,False,False,relu,64.0,1,0.35,32,0.4555555550547109,0.8539325943078647,0.3183390984491427,0.8547945210892971,0.0224719107745497,0.6893203612580264,0.9186813265677596,0.8528784551724796,False,
0.340017020702362,0.9028465151786804,0.9027209281921388,0.9028465151786804,0.9016895294189452,0.8878923654556274,0.8571428656578064,0.9375,0.9333333373069764,0.8817734122276306,0.8026905655860901,0.939890682697296,0.9100528955459596,0.8192771077156067,0.7727272510528564,0.9396551847457886,0.9083333611488342,0.9909909963607788,0.9691630005836488,0.939130425453186,0.959999978542328,308ba5bc,1152.2613427639008,Doc2Vec_Big,Adamax,16,True,False,relu,64.0,1,0.25,32,0.8722466950271603,0.9354120287217392,0.8403755833335436,0.9247311619066796,0.7953216256082988,0.9237288339012693,0.9799554617459184,0.9494505341884206,False,
0.3530507981777191,0.8948019742965698,0.8944512009620667,0.8948019742965698,0.8919914960861206,0.9340101480484008,0.7965368032455444,0.9589040875434875,0.9333333373069764,0.8057851195335388,0.8744394779205322,0.914893627166748,0.9100528955459596,0.8958333134651184,0.7329545617103577,0.8861788511276245,0.9083333611488342,0.964601755142212,0.9603524208068848,0.9336283206939696,0.9377777576446532,cfa805d8,1438.6124005317688,Doc2Vec_Big,Adamax,16,True,False,relu,128.0,1,0.25,32,0.8598130862258263,0.9459459372599512,0.8387096823944715,0.9124668412551802,0.806250001788139,0.8971193496673282,0.9624723977739922,0.935698438931232,False,
0.3161772489547729,0.922029674053192,0.9218663573265076,0.922029674053192,0.9213780760765076,0.9205607771873474,0.8528138399124146,0.9513274431228638,0.9555555582046508,0.8266128897666931,0.9192824959754944,0.93478262424469,0.9100528955459596,0.9166666865348816,0.8125,0.942148745059967,0.949999988079071,0.982300877571106,0.9779735803604126,0.9559471607208252,0.9644444584846495,2264cc02,2142.562958240509,Doc2Vec_Big,Adamax,64,True,False,relu,64.0,1,0.3,32,0.8853932651295349,0.9534368131823722,0.8704883084242864,0.9222520108421024,0.8614457919058077,0.9460580776764036,0.980132452721016,0.9601770102941576,False,
0.5499641299247742,0.8446782231330872,0.8436832427978516,0.8446782231330872,0.8413299918174744,0.796954333782196,0.6796537041664124,0.91780823469162,0.8933333158493042,0.7200000286102295,0.8071748614311218,0.9333333373069764,0.8888888955116272,0.8358209133148193,0.6363636255264282,0.848739504814148,0.8416666388511658,0.9350649118423462,0.9515418410301208,0.8582996129989624,0.9422222375869752,a03325b8,968.886644601822,Doc2Vec_Big,Adamax,8,True,True,relu,16.0,1,0.2,32,0.7336448821706827,0.9054054039740664,0.7610993699721313,0.9105691110570114,0.7225806448238818,0.8451882749647214,0.9432314247178784,0.898305101509034,False,
0.3510205745697021,0.9146039485931396,0.9147072434425354,0.9146039485931396,0.9142856597900392,0.928909957408905,0.8484848737716675,0.9324324131011964,0.9200000166893004,0.8218623399734497,0.9103139042854308,0.9453551769256592,0.915343940258026,0.9056603908538818,0.8181818127632141,0.9173553586006165,0.925000011920929,0.9650654792785645,0.9735682606697084,0.9508928656578064,0.946666657924652,96926590,1626.4132163524628,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,0.8868778440565488,0.9261744955650162,0.863829784025807,0.9301075328075546,0.8597014956262918,0.9211618249318364,0.969298223519704,0.9487750555273198,False,
0.3234327435493469,0.906559407711029,0.9063592553138732,0.906559407711029,0.904127597808838,0.9112149477005004,0.8441558480262756,0.9497717022895812,0.9244444370269777,0.8678414225578308,0.8834080696105957,0.9255319237709044,0.920634925365448,0.8917197585105896,0.7954545617103577,0.906779646873474,0.8916666507720947,0.9730941653251648,0.9559471607208252,0.9350649118423462,0.959999978542328,648b1732,1665.8211076259613,Doc2Vec_Big,Adamax,64,True,False,relu,64.0,1,0.45,32,0.8764044938913997,0.9369369393515272,0.8755555610533113,0.923076929869879,0.8408408558300203,0.8991596488307471,0.9644444542443308,0.9473683986854108,False,
0.4392025172710418,0.8836633563041687,0.8828410506248474,0.8836632966995239,0.8829236626625061,0.8523809313774109,0.7748917937278748,0.9118942618370056,0.9200000166893004,0.8068669438362122,0.8430493474006653,0.932584285736084,0.8783068656921387,0.939849615097046,0.7102272510528564,0.9032257795333862,0.9333333373069764,0.9535865187644958,0.9955947399139404,0.9230769276618958,0.9066666960716248,1235e45e,1374.8995759487152,Doc2Vec_Little,Adamax,64,True,True,relu,16.0,2,0.3,32,0.8117913840309017,0.9159292061153466,0.8245614084219354,0.9046321534594652,0.8090614712888412,0.9180327749034466,0.9741379544952846,0.91479822349696,False,
0.4857666194438934,0.8898515105247498,0.8897538185119629,0.8898515105247498,0.887129545211792,0.8479262590408325,0.7965368032455444,0.9406392574310304,0.9155555367469788,0.8297872543334961,0.8744394779205322,0.8984771370887756,0.9365079402923584,0.8117647171020508,0.7840909361839294,0.8823529481887817,0.875,0.9776785969734192,0.9647576808929444,0.9403669834136964,0.9111111164093018,a176efdc,2421.043573141098,Doc2Vec_Big,Adamax,64,False,False,relu,128.0,2,0.5,32,0.8214285711292176,0.9279279124408067,0.8515284025674327,0.9170984368501384,0.7976878807090558,0.8786610913429855,0.9711751645318434,0.925507908707544,False,
0.4532262980937958,0.885519802570343,0.8846221566200256,0.885519802570343,0.8816537261009216,0.8695651888847351,0.7792207598686218,0.9360730648040771,0.9111111164093018,0.8104838728904724,0.9013453125953674,0.929347813129425,0.9047619104385376,0.8819444179534912,0.7215909361839294,0.8760330677032471,0.8833333253860474,0.9778761267662048,0.9735682606697084,0.9047619104385376,0.9288889169692992,4965ff86,1705.483972072601,Doc2Vec_Big,Adamax,64,False,False,relu,128.0,1,0.3,32,0.8219177847195799,0.9234234287932112,0.8535031952462406,0.9168900770376386,0.7937500056624404,0.8796680508187641,0.975717438852682,0.9166666832533238,False,
0.3700439929962158,0.9121286869049072,0.9120137095451356,0.9121286869049072,0.9093388915061952,0.8973214030265808,0.8701298832893372,0.9380530714988708,0.9422222375869752,0.8920187950134277,0.8520179390907288,0.8969072103500366,0.920634925365448,0.886227548122406,0.8409090638160706,0.906779646873474,0.8916666507720947,0.9953917264938354,0.9515418410301208,0.9273504018783568,0.9644444584846495,1b2f2506,2724.9317581653595,Doc2Vec_Big,Adamax,64,True,False,relu,64.0,2,0.35,32,0.883516477917778,0.9401330323618556,0.871559641486481,0.9086161871403192,0.8629737481891451,0.8991596488307471,0.972972978403836,0.9455337625702998,False,
0.5349735021591187,0.8471534848213196,0.8452463150024414,0.8471534848213196,0.8420571684837341,0.807881772518158,0.709956705570221,0.913241982460022,0.8888888955116272,0.7713004350662231,0.7713004350662231,0.8999999761581421,0.9047619104385376,0.7454545497894287,0.4659090936183929,0.8790322542190552,0.9083333611488342,0.9778761267662048,0.9735682606697084,0.9122806787490844,0.9244444370269777,f63bfc26,2246.0122861862183,Doc2Vec_Big,Adamax,32,False,False,,,0,0.45,32,0.7557603657927895,0.9009008913241744,0.7713004350662231,0.9023746610241352,0.573426576761099,0.8934426344200281,0.975717438852682,0.9183222804904574,False,
0.8342598080635071,0.7141088843345642,0.6639115810394287,0.7141088247299194,0.6141893863677979,0.8444444537162781,0.1645021587610244,0.9528301954269408,0.897777795791626,0.0,0.0,0.9811320900917052,0.275132268667221,0.0,0.0,0.0,0.0,0.9644444584846495,0.9559471607208252,0.6603174805641174,0.9244444370269777,713b2e74,1322.1849222183228,Doc2Vec_Big,Adamax,32,False,False,relu,8.0,1,0.35,32,0.2753623112902354,0.9244851385850008,0.0,0.4297520596314937,0.0,0.0,0.9601770102941576,0.7703703815738357,False,
0.3175187408924103,0.905940592288971,0.9060792922973632,0.905940592288971,0.9051031470298768,0.8253275156021118,0.8181818127632141,0.9461883306503296,0.9377777576446532,0.8687782883644104,0.8609865307807922,0.9505494236946106,0.915343940258026,0.8888888955116272,0.8181818127632141,0.9375,0.875,0.9820627570152284,0.9647576808929444,0.931034505367279,0.959999978542328,b50c9d62,987.9540650844574,Doc2Vec_Little,Adamax,64,True,True,,,0,0.35,32,0.8217391300240852,0.941964270524462,0.8648648605146109,0.9326145552621266,0.852071006021506,0.9051724137931034,0.9733333074799292,0.9452954060646086,False,
0.3059576749801636,0.905940592288971,0.9055244326591492,0.905940592288971,0.9055255651474,0.8608695864677429,0.8571428656578064,0.9419642686843872,0.9377777576446532,0.8905472755432129,0.8026905655860901,0.9447513818740844,0.9047619104385376,0.8987341523170471,0.8068181872367859,0.9491525292396544,0.9333333373069764,0.9688888788223268,0.9603524208068848,0.9304347634315492,0.951111137866974,c5010b40,1687.105751991272,Doc2Vec_Big,Adamax,64,True,False,,,0,0.3,32,0.8590021840524917,0.9398663511219526,0.844339618361205,0.9243243276019268,0.850299393063384,0.9411764661518752,0.9646017638630496,0.9406593439443974,False,
0.2998381555080414,0.9127475023269652,0.9125743508338928,0.9127475023269652,0.9102894067764282,0.9018691778182985,0.8354978561401367,0.9513274431228638,0.9555555582046508,0.8628318309783936,0.8744394779205322,0.890625,0.9047619104385376,0.9436619877815248,0.7613636255264282,0.8880000114440918,0.925000011920929,0.9954751133918762,0.9691630005836488,0.9547511339187622,0.9377777576446532,a92357b6,1323.663386106491,Doc2Vec_Little,Adamax,64,True,False,relu,32.0,1,0.4,32,0.867415750222049,0.9534368131823722,0.8685968759734577,0.897637798069385,0.8427672953192772,0.9061224606572366,0.9821428598358524,0.9461883318836778,False,
0.471178263425827,0.8650990128517151,0.8645385503768921,0.8650990128517151,0.8589227199554443,0.8127853870391846,0.7705627679824829,0.9363636374473572,0.9155555367469788,0.8643215894699097,0.7713004350662231,0.8956043720245361,0.8624338507652283,0.8145695328712463,0.6988636255264282,0.8440366983413696,0.7666666507720947,0.9775784611701964,0.9603524208068848,0.8991228342056274,0.9111111164093018,6a3c575a,1266.4877157211304,Doc2Vec_Big,Adamax,32,False,False,relu,64.0,1,0.2,32,0.7911111092355516,0.9258426875421576,0.8151658610544025,0.8787061820551355,0.7522935701877681,0.8034934415481007,0.96888888086213,0.9050772790819724,False,
0.4243320524692535,0.9040841460227966,0.9035327434539796,0.9040841460227966,0.902490258216858,0.8840579986572266,0.7922077775001526,0.951111137866974,0.951111137866974,0.8290598392486572,0.8699551820755005,0.9100528955459596,0.9100528955459596,0.8765432238578796,0.8068181872367859,0.9166666865348816,0.9166666865348816,0.9780701994895936,0.9823788404464722,0.9399141669273376,0.9733333587646484,35e52856,1239.6639144420624,Doc2Vec_Little,Adamax,64,True,True,relu,64.0,2,0.45,32,0.835616442522561,0.951111137866974,0.8490153345942,0.9100528955459596,0.840236695752475,0.9166666865348816,0.9802197852397851,0.9563318919907948,False,
0.3191336393356323,0.9108911156654358,0.9105892181396484,0.9108911156654358,0.9090468287467957,0.9128440618515016,0.8614718317985535,0.9295154213905334,0.9377777576446532,0.8614718317985535,0.8923766613006592,0.945652186870575,0.920634925365448,0.8974359035491943,0.7954545617103577,0.906779646873474,0.8916666507720947,0.9776785969734192,0.9647576808929444,0.9427312612533568,0.951111137866974,196559ba,1212.660894393921,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,0.886414250048693,0.93362831006337,0.8766519572126675,0.93297588004901,0.8433735058120415,0.8991596488307471,0.9711751645318434,0.946902659915026,False,
0.431768923997879,0.8818069100379944,0.8808684349060059,0.8818069100379944,0.8794931173324585,0.8877550959587097,0.7532467246055603,0.9247787594795228,0.9288889169692992,0.8105726838111877,0.8251121044158936,0.8645833134651184,0.8783068656921387,0.8999999761581421,0.7670454382896423,0.8582677245140076,0.9083333611488342,0.94893616437912,0.9823788404464722,0.9292035102844238,0.9333333373069764,9f4e05ba,1189.8147418498993,Doc2Vec_Big,Adamax,16,True,True,,,0,0.35,32,0.8149882710707247,0.9268292814759695,0.8177777744652313,0.8713910598158873,0.828220839324366,0.8825911104666406,0.9653679555031124,0.9312638452362856,False,
0.4352665245532989,0.8700494766235352,0.8693654537200928,0.8700494766235352,0.8661285638809204,0.8309859037399292,0.7662337422370911,0.9497717022895812,0.9244444370269777,0.791304349899292,0.8161435127258301,0.931034505367279,0.8571428656578064,0.8343558311462402,0.7727272510528564,0.8672566413879395,0.8166666626930237,0.9615384340286256,0.991189420223236,0.8912134170532227,0.946666657924652,0683b8f2,875.8656103610992,Doc2Vec_Big,Adamax,32,True,True,,,0,0.25,32,0.7972972788967033,0.9369369393515272,0.8035320171533933,0.8925619984770657,0.802359871674241,0.841201716615231,0.9761388110196596,0.9181034589860712,False,
0.3913252353668213,0.8861386179924011,0.8858590126037598,0.8861386179924011,0.881862461566925,0.9230769276618958,0.7792207598686218,0.9532710313796996,0.9066666960716248,0.8111587762832642,0.847533643245697,0.907608687877655,0.8835979104042053,0.8783783912658691,0.7386363744735718,0.8888888955116272,0.800000011920929,0.960698664188385,0.9691630005836488,0.9324324131011964,0.9200000166893004,048d8bfe,822.5143396854401,Doc2Vec_Big,Adamax,32,True,False,relu,32.0,1,0.3,32,0.8450704130760331,0.9293849828684028,0.8289473621749708,0.8954423692304909,0.8024691475762261,0.8421052727342643,0.9649122701771498,0.9261744955650162,False,
0.3884897530078888,0.8954207897186279,0.8943241834640503,0.8954207897186279,0.890542209148407,0.8715596199035645,0.822510838508606,0.926086962223053,0.946666657924652,0.8472222089767456,0.8206278085708618,0.9197860956192015,0.9100528955459596,0.8776978254318237,0.6931818127632141,0.8799999952316284,0.9166666865348816,0.9823788404464722,0.9823788404464722,0.946666657924652,0.946666657924652,a76b9fce,1889.4878475666048,Doc2Vec_Big,Adamax,16,True,False,relu,32.0,1,0.35,32,0.8463251693191471,0.9362637349019202,0.8337129806761009,0.9148936093750718,0.7746031648742068,0.8979591907237479,0.9823788404464722,0.946666657924652,False,
0.2853470742702484,0.9133663177490234,0.9131800532341005,0.9133663177490234,0.9120948910713196,0.8981481194496155,0.8398268222808838,0.9134199023246764,0.9377777576446532,0.8504273295402527,0.8923766613006592,0.9497206807136536,0.8994709253311157,0.8805031180381775,0.7954545617103577,0.9327731132507324,0.925000011920929,0.95652174949646,0.9691630005836488,0.9724770784378052,0.9422222375869752,5f26113a,1261.026436805725,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,0.8680089257718271,0.9254385809932636,0.870897134734919,0.923913062005242,0.8358208925045787,0.9288703008842631,0.962800882986632,0.9571106242938192,False,
0.3092513382434845,0.9133663177490234,0.912936806678772,0.9133663177490234,0.9116592407226562,0.8834080696105957,0.8528138399124146,0.9419642686843872,0.9377777576446532,0.8534482717514038,0.8878923654556274,0.8989899158477783,0.9417989253997804,0.9066666960716248,0.7727272510528564,0.9396551847457886,0.9083333611488342,0.9821428656578064,0.9691630005836488,0.9521738886833192,0.9733333587646484,349c83a2,1419.2372317314148,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,0.8678414019797751,0.9398663511219526,0.8703296627990866,0.9198966418297756,0.8343558280369001,0.9237288339012693,0.9756097628263471,0.9626373626258456,False,
0.449439525604248,0.8762376308441162,0.8759095668792725,0.8762376308441162,0.8742771148681641,0.8310502171516418,0.7878788113594055,0.9447004795074464,0.9111111164093018,0.7982456088066101,0.8161435127258301,0.929347813129425,0.9047619104385376,0.8150684833526611,0.6761363744735718,0.9059829115867616,0.8833333253860474,0.960869550704956,0.9735682606697084,0.9377777576446532,0.9377777576446532,e24c51ba,1673.1401336193085,Doc2Vec_Big,Adamax,64,False,False,relu,128.0,1,0.3,32,0.8088888959778676,0.9276018217045826,0.8070953483271529,0.9168900770376386,0.739130437229248,0.8945147665890529,0.9671772250414564,0.9377777576446532,False,
0.5672834515571594,0.8316831588745117,0.8304838538169861,0.8316831588745117,0.8211041688919067,0.8113207817077637,0.7445887327194214,0.9103773832321168,0.8577777743339539,0.7586206793785095,0.7892376780509949,0.8512820601463318,0.8783068656921387,0.7739130258560181,0.5056818127632141,0.8999999761581421,0.6000000238418579,0.9775784611701964,0.9603524208068848,0.9327354431152344,0.9244444370269777,decfd020,1040.763132095337,Doc2Vec_Little,Adamax,8,True,True,relu,64.0,2,0.45,32,0.7765237079395536,0.8832952043278296,0.773626373033854,0.8645833317932555,0.6116838393287551,0.7200000095367424,0.96888888086213,0.9285714333064434,False,
0.3954519629478454,0.8787128925323486,0.8780132532119751,0.8787128925323486,0.8740897178649902,0.8733031749725342,0.8354978561401367,0.9004328846931458,0.9244444370269777,0.8653846383094788,0.8071748614311218,0.9261363744735718,0.8624338507652283,0.8601398468017578,0.6988636255264282,0.8644067645072937,0.8500000238418579,0.9733333587646484,0.9647576808929444,0.90128755569458,0.9333333373069764,851fc930,1679.739305973053,Doc2Vec_Big,Adamax,16,True,False,relu,16.0,1,0.25,32,0.8539823152784808,0.9122806900642668,0.8352668178565951,0.8931506837136884,0.7711598626498518,0.8571428618149247,0.9690265469711096,0.9170305706629234,False,
0.3148289620876312,0.9146039485931396,0.9144902229309082,0.9146039485931396,0.9126172065734864,0.8908296823501587,0.8831169009208679,0.9532710313796996,0.9066666960716248,0.8559321761131287,0.9058296084403992,0.9301075339317322,0.915343940258026,0.9266666769981384,0.7897727489471436,0.9159663915634156,0.9083333611488342,0.982300877571106,0.9779735803604126,0.9388646483421326,0.9555555582046508,cd1da94e,1269.1354203224182,Doc2Vec_Big,Adamax,64,True,False,relu,128.0,1,0.2,32,0.8869565247841501,0.9293849828684028,0.8801742831952514,0.9226666827926636,0.8527607532057064,0.9121339077212492,0.980132452721016,0.9471365751112988,False,
